s6.new.rev.p2.m2,s4.loc.ic.ins.p1,s8.mbl.p2,s2.rch.val.l67,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s8.ic.mou.all.p3,s8.new.rev.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s4.std.ins.l14,s4.loc.ins.l14,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.76,4,-0.73,22.5,0.25,2.2289999999999965,0.12,-0.06,-0.02,0.0,1,14,0,0,0
-0.75,4,-0.75,72.0,0.25,2.2289999999999965,0.59,-0.09,-0.08,0.0,0,14,0,0,1
-0.39,4,-0.23,29.23,0.0,5.31,-0.35,0.19,0.03,0.0,0,14,0,0,1
-0.2,4,-7.0,91.67,99.0,10.59,0.21,-0.13,-0.12,0.0,1,14,0,1,0
-0.47,4,4.37,123.64,99.0,15.12,0.02,-1.04,-0.87,0.0,0,14,0,0,1
0.6,3,3.65,75.0,0.4,7.22,0.56,0.42,0.37,0.0,0,14,0,0,0
0.19,4,6.59,147.5,0.5,9.25,-0.23,0.14,0.09,0.0,5,14,0,2,0
-0.38,4,6.59,70.56,99.0,11.3,0.12,-1.06,-0.6,0.0,2,14,0,1,0
0.87,3,6.59,41.8,0.142857143,11.27,0.0,0.3,0.14,2.0,0,12,0,0,0
0.8,4,0.49,147.5,99.0,21.32,0.02,0.55,-0.51,0.0,0,14,0,0,0
-0.09,4,2.38,24.55,0.166666667,8.77,-0.13,-0.85,-0.42,0.0,0,14,5,0,0
0.39,4,6.59,147.5,99.0,21.32,-0.12,-1.06,-1.07,0.0,9,14,12,4,0
-0.95,1,0.0,42.71,0.4375,2.2289999999999965,-0.41,0.0,0.0,5.5,0,9,0,0,1
-0.44,1,1.41,40.0,0.5,6.56,-0.72,-0.13,-0.06,0.0,9,12,0,6,1
0.46,4,4.59,92.63,99.0,14.36,-0.72,-0.08,-0.64,0.0,8,14,0,6,0
0.24,4,4.41,45.85,0.0,10.5,-0.72,0.11,0.32,0.0,2,14,7,1,0
-0.03,4,-7.0,95.45,99.0,9.26,0.44,0.25,0.26,0.0,1,14,0,1,0
-0.42,4,-1.36,36.82,0.666666667,7.9,-0.05,-0.68,-0.17,2.0,0,14,0,0,0
-0.52,4,-4.33,121.88,0.0,5.22,-0.63,-0.14,-0.25,0.0,1,14,12,1,0
0.87,3,-2.73,38.67,0.0,9.01,0.27,-0.16,0.05,0.0,9,14,0,6,0
-0.52,4,-2.24,38.24,99.0,6.64,-0.72,-0.97,-0.72,0.0,1,14,0,0,1
-0.95,1,0.0,56.67,0.3125,2.2289999999999965,-0.14,-0.11,-0.24,4.0,5,9,0,5,0
0.17,4,-7.0,147.5,0.0,13.01,-0.72,-1.06,-0.34,0.0,1,14,0,0,0
-0.47,4,-0.69,26.67,0.0,5.95,0.05,0.21,0.09,3.0,0,14,0,0,0
0.87,3,-7.0,51.3,0.0,12.96,0.26,0.38,0.76,0.0,1,14,3,1,0
-0.62,3,-0.82,22.298999999999996,0.142857143,5.44,-0.04,-0.56,-0.41,0.0,1,10,1,0,0
-0.92,3,-0.05,36.0,0.625,2.2289999999999965,0.05,-0.23,-0.4,3.5,1,13,0,0,1
-0.27,4,-3.63,45.09,0.0,15.21,0.59,-0.32,0.76,0.0,6,14,0,5,0
-0.53,3,-2.65,42.0,0.333333333,8.37,-0.04,-0.66,-0.06,0.0,0,13,1,0,0
-0.65,4,-2.44,26.5,0.333333333,9.78,-0.72,-1.06,-1.0,0.0,0,13,0,0,1
0.03,4,-3.38,43.16,0.0,8.81,0.15,-0.3,-0.41,0.0,8,13,5,6,1
-0.95,4,0.0,26.5,0.259259259,2.2289999999999965,0.05,0.0,0.0,5.5,0,13,0,0,1
0.87,4,5.33,30.88,0.0,7.23,0.22,0.46,0.48,0.0,0,14,0,0,0
-0.95,4,-0.04,53.75,0.4,8.67,0.59,-1.06,-0.89,5.0,1,14,0,1,1
0.55,4,-0.08,140.0,0.5,21.32,0.59,-1.06,-1.07,2.0,1,14,0,1,0
-0.13,2,0.0,22.298999999999996,0.125,2.2289999999999965,0.07,-0.01,-0.09,2.0,1,12,0,0,0
-0.78,4,-0.27,22.298999999999996,0.75,3.97,-0.24,-0.46,-0.33,2.0,0,14,0,0,1
-0.38,3,-4.11,57.89,1.0,5.39,-0.08,-0.56,-0.5,0.0,3,13,0,2,0
0.03,2,-7.0,147.5,1.0,18.42,0.06,-0.83,-0.69,0.0,7,13,0,3,0
0.08,3,1.09,50.0,0.333333333,10.89,-0.07,0.13,0.16,4.0,8,11,0,4,0
-0.55,4,0.59,31.54,99.0,13.08,-0.72,-1.06,-0.86,0.0,2,14,11,2,0
-0.23,4,2.76,44.56,0.5,11.22,0.59,0.85,0.54,3.0,9,11,0,5,0
-0.61,1,-1.05,147.5,0.444444444,2.2289999999999965,-0.1,-0.02,-0.02,2.0,0,11,0,0,0
-0.43,4,1.27,78.4,99.0,21.32,-0.02,0.6,0.76,0.0,2,14,0,1,0
0.23,3,-1.46,39.15,0.0,21.32,0.59,-0.24,0.14,0.0,9,14,0,6,0
-0.95,1,0.0,30.0,0.24137931,2.2289999999999965,0.0,-0.01,-0.01,5.5,0,9,0,0,1
-0.95,2,0.0,147.5,99.0,2.2289999999999965,-0.28,0.0,-1.07,0.0,0,14,0,0,0
-0.89,4,-1.37,37.31,0.230769231,9.8,0.43,-0.59,-0.09,3.0,3,14,3,2,1
-0.23,4,6.59,45.0,0.307692308,2.66,-0.72,-0.31,-0.24,2.0,3,14,0,3,0
-0.87,4,0.0,50.8,99.0,11.99,-0.41,-0.51,0.04,0.0,0,14,0,0,1
0.07,1,-7.0,84.17,99.0,10.49,-0.26,-0.15,-0.14,0.0,9,9,1,2,0
-0.74,3,-0.5,147.5,1.0,13.89,-0.72,-1.06,-1.07,0.0,0,13,12,0,1
-0.5,4,-1.99,99.57,99.0,11.48,0.08,-1.06,-0.82,0.0,2,14,12,2,0
0.22,2,1.27,60.19,1.0,21.32,-0.3,-0.05,-1.07,0.0,9,12,0,6,1
-0.59,3,-2.85,147.5,1.0,4.34,-0.32,-0.43,-0.36,0.0,0,14,1,0,1
-0.7,4,-1.67,26.15,0.0,10.42,0.02,-0.36,-0.16,0.0,0,14,1,0,0
-0.65,1,6.59,60.0,0.333333333,4.93,-0.14,-0.18,-0.17,0.0,4,10,0,2,1
0.12,3,-2.72,31.58,0.0,5.95,0.03,0.29,0.04,0.0,9,14,2,6,0
0.02,3,-0.94,22.298999999999996,0.090909091,7.78,-0.17,0.43,0.18,3.0,0,11,1,0,0
-0.95,2,0.0,45.96,0.0,2.2289999999999965,0.04,0.0,-0.38,0.0,0,14,0,0,1
0.69,4,-5.84,124.29,0.0,19.56,0.59,0.85,0.76,0.0,2,14,0,2,0
0.87,4,-0.19,32.5,0.111111111,12.13,0.04,0.42,-0.4,3.5,0,14,2,0,0
-0.15,4,0.14,30.53,99.0,11.91,-0.33,-1.04,-0.82,0.0,0,14,0,0,0
-0.95,1,0.0,43.36,0.388888889,2.2289999999999965,-0.43,-0.29,-0.96,5.5,6,9,0,5,1
0.69,4,-4.62,28.29,0.076923077,9.84,0.09,-0.56,0.23,0.0,2,13,2,1,1
0.87,4,0.0,54.0,0.6,11.8,-0.23,0.07,-0.19,2.0,5,14,0,4,0
-0.65,4,0.92,57.66,0.384615385,21.32,-0.18,-0.84,-0.23,4.0,4,14,5,3,0
-0.8,4,0.75,42.22,0.454545455,5.97,-0.01,-0.42,-1.07,5.0,0,14,1,0,1
-0.95,4,0.0,129.0,99.0,2.2289999999999965,-0.09,-0.07,-0.97,0.0,4,14,12,4,1
-0.33,2,5.7,40.0,0.0,6.35,-0.07,-0.5,-0.43,0.0,0,14,0,0,0
-0.73,1,-1.25,24.17,0.25,5.11,-0.06,-0.16,0.0,2.5,2,9,0,1,1
0.01,4,-1.47,24.82,0.217391304,9.28,0.12,-0.25,-0.27,4.0,1,12,7,0,1
0.39,4,6.59,129.0,99.0,7.48,0.3,0.85,0.76,0.0,0,14,0,0,0
-0.37,4,6.59,70.71,0.5,6.92,0.56,0.14,-0.14,0.0,0,14,0,0,0
0.87,3,6.59,147.5,0.0,9.25,-0.04,0.85,0.76,0.0,0,13,12,0,0
0.87,4,0.94,66.67,0.5,15.63,0.02,0.85,-0.25,3.0,7,10,1,4,0
-0.29,1,-2.77,85.0,0.214285714,2.97,-0.72,0.07,0.06,2.0,1,10,0,0,1
-0.17,4,6.59,84.0,0.2,4.59,-0.13,-0.28,-0.59,0.0,3,14,0,3,0
0.87,3,-2.21,23.33,0.117647059,7.03,0.28,0.34,0.26,3.5,0,9,0,0,0
-0.56,4,0.7,24.0,0.3125,8.27,0.41,-0.5,-0.23,3.0,0,13,12,0,0
-0.95,4,-0.08,45.38,0.666666667,3.72,-0.59,-0.43,-0.36,2.0,0,14,0,0,0
0.13,3,3.13,101.09,0.0,21.32,-0.7,0.85,-0.52,0.0,6,13,0,6,1
-0.26,4,4.02,72.74,99.0,10.21,0.49,0.85,0.76,0.0,7,14,0,4,0
-0.29,4,-5.21,50.64,99.0,13.39,0.41,-1.03,0.28,0.0,3,14,5,1,0
-0.45,4,-0.25,22.298999999999996,99.0,7.78,-0.72,-0.15,-0.23,0.0,6,14,0,5,0
0.26,4,1.73,37.5,0.0,14.35,0.22,-0.17,-0.16,0.0,0,14,1,0,0
-0.1,4,-1.37,47.8,1.0,10.72,-0.72,0.05,-0.06,0.0,2,14,12,2,0
0.54,4,0.05,22.298999999999996,0.0,11.17,-0.13,0.36,0.08,0.0,2,14,0,2,0
0.87,4,-2.03,40.26,99.0,12.71,0.17,0.85,0.69,0.0,1,14,8,1,0
0.4,4,-0.3,48.0,0.0,9.54,-0.22,-1.06,-1.07,0.0,0,14,12,0,0
-0.18,4,1.66,49.57,99.0,5.43,0.24,-0.32,-0.3,0.0,3,14,0,3,0
-0.63,4,-2.76,39.0,0.0,6.8,-0.23,-0.5,-0.07,0.0,0,14,0,0,1
0.19,4,-0.92,24.89,0.0,9.65,-0.65,-0.02,-0.12,0.0,1,14,4,0,0
0.48,4,-0.03,22.298999999999996,0.384615385,11.82,0.59,-0.86,-0.4,4.0,1,14,0,0,1
0.65,4,-0.48,55.7,99.0,12.04,0.59,0.85,0.76,0.0,9,14,0,5,0
0.4,4,1.61,112.27,99.0,7.94,0.06,0.68,0.76,0.0,1,14,0,1,0
-0.41,4,0.11,25.2,0.176470588,11.66,-0.13,-0.42,-0.27,4.0,2,14,0,1,0
0.38,4,0.0,54.0,0.75,18.07,-0.2,-0.4,-0.46,3.0,0,14,0,0,0
0.04,4,-7.0,147.5,99.0,18.92,0.39,0.55,0.46,0.0,0,14,6,0,0
-0.09,4,0.0,34.37,0.0,19.06,-0.72,-1.06,-0.27,0.0,1,14,11,1,0
0.05,4,3.34,60.5,0.090909091,6.93,0.42,-0.06,-1.07,0.0,0,14,2,0,1
0.6,2,-6.44,25.71,0.2,5.18,-0.21,0.03,0.18,0.0,1,13,0,0,0
-0.95,2,0.0,45.05,0.388888889,2.2289999999999965,-0.04,0.0,0.0,5.5,0,9,0,0,1
-0.94,2,-0.05,50.0,0.333333333,3.05,-0.67,-0.31,-0.26,2.5,0,12,0,0,1
-0.95,4,0.0,140.0,0.35,2.2289999999999965,-0.08,0.0,0.0,5.5,2,14,0,2,1
-0.87,4,-0.86,24.48,1.0,5.9,0.05,-0.35,0.0,2.0,0,14,3,0,0
-0.2,4,1.7,48.73,99.0,4.48,0.22,0.42,-0.03,0.0,1,14,0,1,0
0.76,3,-0.24,24.0,99.0,11.95,0.18,0.58,0.44,0.0,3,14,0,3,0
0.03,4,-7.0,35.26,99.0,6.48,0.22,0.43,0.37,0.0,0,14,0,0,1
0.87,4,3.03,29.75,0.0,8.88,0.59,0.7,0.76,0.0,3,14,0,3,0
-0.95,1,-0.91,122.7,0.666666667,10.1,-0.11,-1.06,-1.07,3.0,3,9,0,0,1
-0.41,4,6.59,88.18,0.4,19.04,-0.28,0.68,0.38,2.5,1,14,0,1,1
-0.03,4,-2.76,40.2,99.0,8.26,0.59,-0.2,0.51,0.0,0,14,1,0,0
-0.95,1,0.0,39.0,0.333333333,13.32,0.0,-0.55,-0.39,5.5,2,9,0,1,1
-0.23,4,5.61,56.97,1.0,21.32,0.1,-0.12,0.76,0.0,9,12,0,6,1
0.18,4,-7.0,147.5,99.0,14.67,-0.52,0.85,-0.08,0.0,9,14,11,6,0
0.06,4,0.19,22.298999999999996,0.222222222,6.72,0.42,-0.29,-0.27,0.0,1,12,0,1,0
-0.1,4,0.16,22.298999999999996,0.166666667,2.46,-0.72,-0.02,-0.98,2.0,9,14,0,6,1
-0.95,1,0.0,60.0,0.35,2.2289999999999965,-0.27,0.0,0.0,5.5,0,9,0,0,1
-0.01,2,-0.1,83.33,0.333333333,15.48,-0.06,-1.06,-1.07,4.0,6,10,0,4,0
0.27,4,0.15,34.24,0.0,21.32,-0.72,0.57,0.76,0.0,0,14,12,0,0
-0.17,4,6.59,52.0,0.375,3.4,0.05,-0.03,-0.07,2.0,0,14,0,0,0
-0.17,4,-6.96,47.43,1.0,10.66,-0.72,-0.12,-0.28,0.0,7,14,0,2,1
-0.39,4,-4.55,77.0,1.0,5.15,-0.72,-0.23,-0.21,0.0,0,14,0,0,1
-0.53,2,-4.21,92.67,0.4,12.91,-0.46,-0.63,0.25,2.0,6,10,2,1,0
-0.09,4,6.59,147.5,99.0,8.76,-0.03,-0.11,-0.1,0.0,1,14,0,0,0
-0.28,4,-6.2,86.25,99.0,6.37,-0.17,-0.07,-0.15,0.0,0,14,0,0,0
-0.01,2,-5.18,104.6,0.0,4.53,-0.72,-0.02,0.15,0.0,0,14,12,0,1
-0.1,1,0.0,22.298999999999996,0.277777778,8.17,-0.19,-0.44,-0.49,5.0,6,11,6,0,1
0.23,4,3.35,65.0,0.5,17.6,-0.19,0.39,-0.35,0.0,1,14,0,0,0
-0.53,4,6.59,147.5,99.0,14.06,-0.6,-0.52,-0.36,0.0,9,14,0,6,1
0.07,1,-1.97,27.33,0.166666667,11.29,0.01,0.19,0.15,2.0,0,14,0,0,0
0.87,4,-7.0,147.5,0.222222222,19.91,-0.72,0.85,0.76,4.0,9,14,12,6,0
-0.63,2,-1.74,45.0,0.0,9.24,0.15,-1.05,-0.61,0.0,4,12,0,1,1
0.45,4,0.5,55.33,0.0,19.94,0.59,-0.08,0.76,0.0,5,14,7,2,0
-0.45,4,-0.96,50.0,0.25,4.1,0.1,-0.03,0.01,0.0,0,14,0,0,0
-0.14,4,0.76,67.59,99.0,21.32,-0.23,-1.06,-1.07,0.0,9,13,12,6,0
0.24,4,6.59,69.17,0.0,3.65,0.25,0.13,0.12,0.0,1,13,0,1,0
-0.5,1,-1.03,37.92,0.125,7.42,0.15,-0.02,0.06,3.5,0,9,5,0,1
0.32,4,6.59,117.38,99.0,19.34,0.04,0.31,0.04,0.0,0,14,0,0,0
0.79,4,2.49,76.75,0.142857143,9.9,0.46,0.85,0.76,0.0,0,13,9,0,1
-0.47,4,1.02,62.86,0.4,6.98,-0.19,0.27,0.04,2.5,2,14,1,1,0
-0.43,4,0.21,22.298999999999996,0.133333333,8.51,0.1,0.04,0.22,2.0,9,12,0,6,0
-0.26,3,1.09,22.298999999999996,0.2,2.2289999999999965,0.03,0.03,0.0,0.0,0,13,0,0,0
0.42,4,-0.94,44.0,0.0,6.57,-0.29,0.48,-0.18,0.0,9,14,6,6,0
0.0,4,1.14,42.86,99.0,8.43,0.11,-0.23,-0.28,0.0,0,14,0,0,0
-0.56,1,-1.15,24.29,0.2,3.36,-0.04,0.02,0.03,2.0,0,11,0,0,1
-0.2,4,0.64,37.78,1.0,21.32,-0.72,-1.06,-1.07,0.0,1,14,0,0,0
-0.11,4,-1.53,45.0,0.3,8.74,0.05,0.22,0.08,2.0,1,11,0,0,0
0.47,4,-3.04,33.06,99.0,21.32,0.06,-0.28,-1.07,0.0,0,14,2,0,0
-0.82,4,0.22,43.67,0.1875,5.39,0.05,-0.64,-0.74,3.0,0,11,0,0,0
0.26,4,0.34,31.82,0.222222222,3.85,0.24,0.26,0.08,2.0,0,14,5,0,0
0.42,4,5.2,104.29,0.0,16.32,0.1,0.85,0.63,0.0,9,14,0,6,0
0.87,4,-0.24,99.0,99.0,21.32,0.38,0.85,0.59,0.0,1,14,1,1,0
0.47,4,0.48,45.7,0.25,18.79,0.59,0.85,0.56,2.0,0,13,0,0,0
0.7,4,4.65,69.46,0.8,21.32,-0.7,0.85,-0.15,4.0,8,14,0,6,0
0.2,4,-7.0,95.5,99.0,10.26,0.59,0.85,0.76,0.0,1,14,0,0,0
0.02,4,1.12,40.0,0.3,3.12,0.08,-0.02,-0.05,3.0,3,14,0,3,0
-0.75,1,-0.17,22.298999999999996,0.266666667,2.93,-0.04,-0.13,-0.07,3.5,1,9,0,1,1
-0.08,4,-7.0,80.57,0.0,13.1,0.24,-0.35,0.5,0.0,5,14,12,2,0
-0.95,1,0.0,135.0,0.333333333,7.22,-0.03,-0.79,-0.57,5.0,3,9,0,2,1
0.22,4,5.29,43.06,0.0,6.02,-0.62,0.44,0.45,0.0,0,14,0,0,0
0.23,3,0.65,22.298999999999996,0.0,9.63,0.3,0.53,0.23,0.0,0,14,0,0,0
-0.95,1,0.0,47.54,0.5,2.2289999999999965,-0.12,-0.08,-0.02,2.0,1,9,0,1,1
0.07,4,-3.01,39.0,0.0,2.2289999999999965,-0.06,0.01,0.05,0.0,1,14,0,1,0
0.55,3,-0.91,26.44,0.181818182,19.51,0.59,-0.39,0.43,4.0,0,11,9,0,0
-0.49,4,-7.0,62.0,99.0,15.51,-0.26,-1.06,-0.26,0.0,2,14,0,1,0
0.87,2,-6.18,30.0,0.0625,8.03,-0.15,-0.18,-0.01,0.0,1,13,0,0,0
0.21,4,6.59,28.48,0.0,5.94,-0.32,-0.08,-0.08,0.0,1,14,0,0,0
-0.19,4,-7.0,116.17,0.0,14.49,0.44,-1.06,0.49,0.0,5,14,0,4,0
-0.11,4,-4.41,96.67,0.0,7.6,0.01,-0.08,-0.06,0.0,0,14,0,0,0
0.87,4,6.59,86.8,99.0,12.11,-0.07,0.78,0.17,0.0,0,14,0,0,0
-0.5,1,0.42,51.75,0.1875,5.82,-0.16,-0.49,-0.98,2.0,6,9,0,4,1
-0.66,3,0.0,45.36,0.352941177,21.32,-0.09,-0.43,-1.07,4.0,0,13,0,0,0
0.01,4,0.54,69.56,99.0,8.98,0.59,0.85,0.76,0.0,1,14,0,1,0
-0.55,1,-0.05,40.0,0.461538462,3.11,-0.01,0.03,-0.01,3.0,0,9,0,0,0
0.32,4,-2.48,94.84,99.0,17.93,-0.27,-0.9,0.67,0.0,1,14,0,1,0
-0.95,1,0.0,35.0,0.304347826,14.75,-0.01,-1.06,-1.02,5.5,0,9,0,0,1
0.26,4,6.59,38.48,99.0,8.53,0.0,0.66,0.15,0.0,3,14,0,3,0
-0.27,4,-0.56,22.59,1.0,4.93,0.14,-0.27,-0.21,0.0,0,14,0,0,0
-0.91,3,-0.09,41.73,0.0,4.73,-0.09,-0.44,-0.07,0.0,1,14,0,1,1
-0.53,4,2.5,51.76,99.0,9.16,0.59,0.11,0.76,0.0,9,14,0,6,0
0.02,3,-2.83,40.0,0.25,4.3,-0.09,-0.12,0.04,2.0,3,12,0,3,0
-0.36,4,-7.0,99.31,99.0,5.49,0.08,-0.25,-0.16,0.0,4,14,12,4,0
0.87,4,6.59,35.15,99.0,19.44,-0.72,0.35,0.38,0.0,9,14,0,6,0
0.87,3,-7.0,51.6,0.0,5.57,-0.05,0.26,0.67,0.0,1,13,0,0,0
0.63,3,-7.0,113.6,99.0,21.32,0.2,-0.57,-0.45,0.0,2,14,0,0,0
-0.52,3,3.07,92.56,99.0,2.2289999999999965,0.59,-0.01,-0.07,0.0,0,14,12,0,0
0.31,4,-4.7,48.74,99.0,14.01,-0.72,0.58,0.15,0.0,0,14,0,0,0
-0.04,3,-3.49,102.43,0.166666667,15.93,-0.16,-0.79,-0.57,0.0,0,13,0,0,0
-0.11,4,6.04,49.86,0.333333333,4.37,0.48,-0.23,-0.34,0.0,0,14,0,0,0
-0.55,3,6.59,126.0,99.0,5.68,0.08,0.08,0.41,0.0,2,14,1,2,1
-0.95,1,-0.08,61.25,0.7,3.57,0.26,-0.58,-1.05,5.5,9,9,1,6,1
-0.32,3,-0.39,22.88,0.5,8.1,-0.09,0.04,0.64,0.0,9,13,2,3,1
-0.95,4,0.0,30.0,0.0,3.97,-0.72,-0.45,-1.07,0.0,0,14,3,0,1
-0.44,3,0.0,147.5,99.0,3.3,-0.72,0.13,0.35,0.0,1,14,0,1,0
0.21,4,-1.17,37.14,0.222222222,7.37,-0.31,0.14,0.06,4.0,0,14,0,0,1
-0.45,4,-0.43,43.0,0.2,9.41,-0.31,-0.76,-0.36,0.0,0,14,0,0,1
0.08,4,-7.0,147.5,99.0,18.98,0.06,0.08,0.11,0.0,3,14,12,2,0
0.54,4,-0.03,147.5,99.0,21.32,0.52,0.85,0.76,0.0,9,14,0,6,0
0.18,4,1.95,22.298999999999996,0.0,6.59,-0.06,0.43,-0.07,0.0,9,14,0,6,0
0.87,4,6.59,55.0,0.0,10.22,0.59,0.85,0.76,3.0,0,14,0,0,0
-0.63,3,2.12,33.04,0.0,7.73,-0.7,-0.66,-0.39,0.0,0,14,0,0,1
-0.95,4,-0.04,22.298999999999996,0.6,2.2289999999999965,0.59,-0.1,-0.08,3.0,0,14,0,0,1
-0.1,1,-6.51,68.33,0.4,8.49,-0.72,-0.04,-0.05,5.5,2,9,0,1,1
0.87,4,3.74,30.0,0.125,5.97,0.59,0.78,0.76,3.0,0,14,0,0,0
0.39,4,4.58,85.83,99.0,21.32,-0.6,-1.06,0.44,0.0,9,14,0,6,0
0.72,4,6.59,147.5,0.0,21.32,0.59,0.85,0.76,0.0,4,14,1,3,0
0.1,4,-0.04,52.83,99.0,3.15,-0.18,0.39,0.14,0.0,0,14,0,0,0
0.87,4,6.59,147.5,99.0,9.68,0.22,0.85,0.0,0.0,2,14,12,2,0
0.87,4,-0.83,55.0,0.0,12.4,0.1,0.85,0.76,0.0,1,14,0,0,0
-0.6,2,-1.34,45.0,0.5,2.2289999999999965,0.07,-0.09,-0.04,2.0,0,13,0,0,1
0.15,4,1.38,72.82,99.0,12.84,0.59,0.75,0.44,0.0,7,14,10,6,0
0.87,3,0.91,26.25,0.0,3.54,0.06,0.36,0.32,0.0,0,14,0,0,0
0.11,4,6.59,147.5,99.0,21.32,-0.18,-0.24,-0.13,0.0,4,14,3,2,0
0.22,4,1.29,35.25,99.0,19.22,0.15,0.19,0.76,0.0,2,14,0,0,0
0.23,3,-0.86,38.45,0.2,11.55,0.09,0.85,0.58,5.0,2,9,0,1,1
0.72,4,6.59,102.89,99.0,11.02,0.59,0.85,0.58,0.0,3,14,1,2,0
-0.01,3,0.64,32.14,0.0,13.0,-0.5,-0.32,-0.4,0.0,9,13,12,6,1
0.87,4,-7.0,47.88,0.5,21.2,0.55,0.79,0.64,0.0,1,13,4,1,0
-0.25,4,-1.02,69.31,99.0,7.62,-0.17,-0.46,-0.21,0.0,5,14,12,2,0
0.87,3,0.0,147.5,1.0,21.32,-0.51,0.85,-0.11,0.0,0,14,12,0,0
-0.86,3,-0.22,42.0,0.4,2.2289999999999965,0.0,-0.02,-0.03,2.5,0,12,0,0,1
-0.95,2,0.0,44.22,0.583333333,2.2289999999999965,-0.09,-0.04,-0.03,5.5,0,9,0,0,1
-0.66,2,-2.13,65.35,0.666666667,19.98,-0.47,-1.06,-1.06,3.0,0,12,3,0,1
-0.31,4,-2.37,39.0,0.25,2.2289999999999965,-0.05,0.19,0.23,0.0,0,14,0,0,0
-0.61,3,-7.0,79.38,99.0,2.66,-0.33,-0.08,-0.1,0.0,2,14,0,2,0
-0.04,4,-6.27,147.5,0.5,6.38,-0.35,0.11,0.13,0.0,5,13,0,3,0
0.87,4,0.66,51.0,0.333333333,5.13,0.57,0.06,-0.04,0.0,1,14,8,0,0
0.21,4,-1.19,55.24,0.0,8.59,0.28,0.85,0.61,0.0,3,14,0,0,0
-0.94,1,-0.04,22.298999999999996,0.307692308,2.2289999999999965,0.0,-0.01,-1.07,2.5,0,9,0,0,1
-0.19,3,-6.78,55.5,0.0,13.68,-0.72,-0.52,-0.67,0.0,3,14,0,0,0
0.03,4,-7.0,147.5,99.0,5.46,0.54,0.14,0.11,0.0,0,14,0,0,1
0.81,4,1.15,22.298999999999996,0.0,8.5,0.04,0.31,0.51,0.0,0,14,0,0,1
0.21,3,-2.15,60.36,0.75,9.6,-0.56,0.35,-1.07,3.0,0,13,0,0,0
0.87,4,-0.8,41.31,0.0,6.06,-0.21,0.19,0.36,0.0,8,14,5,6,0
0.87,4,5.9,107.71,99.0,10.99,0.45,0.85,0.76,0.0,0,14,0,0,0
-0.95,2,0.0,23.3,0.466666667,2.2289999999999965,-0.01,-0.07,-0.05,5.5,0,9,1,0,1
-0.3,4,-3.63,48.33,0.25,5.33,0.15,0.24,0.25,2.0,0,14,0,0,0
-0.38,1,-4.17,67.08,0.142857143,6.68,0.0,-0.23,-0.26,3.0,0,9,0,0,1
-0.71,4,-4.77,133.9,99.0,21.32,-0.23,-1.02,-1.07,0.0,9,14,1,6,1
0.01,4,1.13,125.43,0.0,11.91,0.13,0.27,0.2,0.0,0,14,0,0,0
-0.84,1,-1.72,147.5,0.75,5.0,0.17,-0.43,-0.28,3.5,0,9,0,0,1
-0.02,4,3.82,37.08,0.0,8.65,0.33,0.56,-0.62,0.0,0,14,0,0,0
-0.95,4,0.0,24.38,0.411764706,2.2289999999999965,0.04,0.0,0.03,5.5,7,14,0,6,1
-0.2,4,1.16,30.77,99.0,2.86,0.02,-0.05,-0.02,0.0,0,14,0,0,0
0.03,4,0.08,22.298999999999996,0.285714286,2.26,-0.12,0.09,-0.04,2.0,0,14,0,0,0
-0.65,3,0.22,22.298999999999996,0.571428571,15.27,-0.58,-1.06,-1.07,2.0,5,13,2,5,1
-0.07,4,0.45,22.298999999999996,99.0,4.24,-0.05,0.1,-0.21,0.0,0,14,1,0,0
0.09,4,-7.0,100.5,0.0,6.93,-0.32,-0.13,-0.22,0.0,0,14,0,0,0
-0.95,1,0.0,126.0,0.0,21.32,0.0,-1.06,-1.07,0.0,0,14,0,0,1
0.31,2,-7.0,147.5,0.0,9.02,-0.38,0.32,0.27,0.0,0,14,0,0,0
-0.93,1,-0.78,55.71,0.357142857,4.63,-0.35,-0.36,-0.24,2.33,1,11,0,0,1
-0.16,4,4.52,92.78,99.0,3.92,-0.36,0.06,0.07,0.0,0,14,4,0,1
-0.57,3,-6.29,71.35,0.25,6.56,-0.72,-0.45,-0.74,0.0,9,13,12,6,0
-0.72,2,-7.0,147.5,0.1875,3.89,0.46,0.09,0.07,2.67,1,11,11,1,1
-0.95,1,0.0,82.0,0.368421053,2.2289999999999965,-0.15,-0.06,-0.05,5.5,5,11,0,5,0
-0.82,4,-0.97,62.75,0.0,4.65,-0.25,-0.76,-0.5,0.0,9,14,0,6,0
-0.28,4,-0.97,42.08,0.5,10.71,-0.72,0.15,0.07,0.0,0,14,1,0,1
0.14,4,-0.85,28.5,0.0,2.75,0.39,0.39,0.62,0.0,1,14,0,1,0
-0.77,1,-0.1,23.78,0.5,10.8,0.01,-1.0,-0.62,0.0,9,9,1,6,1
-0.24,3,-3.43,50.0,0.4,6.71,0.01,-0.45,-0.1,0.0,1,14,0,1,0
0.25,4,3.3,95.76,99.0,11.79,-0.71,0.25,-1.07,0.0,9,14,11,6,0
-0.14,4,-7.0,73.08,0.0,5.19,0.15,0.31,0.27,0.0,0,14,0,0,0
-0.88,4,-0.06,22.298999999999996,0.625,2.2289999999999965,-0.72,-0.01,-0.01,2.33,5,14,0,5,1
