s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s7.s5.s4.day.nomou.p4,s8.og.rev.p3,s8.ic.mou.all.p3,target,s7.rev.p2.p6,s7.new.rev.p3.p6,ds.usg.p6,ds.og.usg.p4,s4.day.no.mou.p2,s7.rtd.mou.p3.p6,s7.new.rev.l21.p6,s8.new.rev.p3,s1.loc.og.mou.p1,s7.rtd.mou.l21.p6,s8.rtd.mou.p3,s8.rev.p6,s5.rev.p2,s4.rch.val.gt.30.p2,s4.loc.ins.l14,s4.data.ins.l14,s3.og.rev.all.m2,s3.new.rev.m2
-0.94,1.0,8.15,0.0,-0.38,-0.46,1,0.05,0.64,0,0,0,0.63,0.74,-0.65,2.9331,0.74,-0.42,-0.02,4.6,0.0,14.0,4,3.68,5.92
3.02,99.0,12.18,0.0,-0.27,0.02,0,0.15,0.66,0,0,0,0.72,0.73,-0.54,50.5661,0.78,0.08,0.15,11.46,0.0,14.0,2,6.17,9.69
-7.36,1.0,26.005000000000003,1.0,-1.125,0.81,1,0.15,0.44,0,0,1,0.41,0.66,-1.52,8.7497,0.65,-1.3450000000000002,-0.01,66.68,1.0,14.0,5,14.62,22.32
6.44,99.0,9.53,0.0,0.89,0.46,0,0.23,0.46,0,0,0,0.46,0.53,0.93,31.0496,0.5,0.84,-0.06,40.85,2.0,14.0,0,10.29,10.85
0.08,0.285714286,2.26,0.285714286,-0.05,-0.12,0,0.14,0.32,0,0,0,0.27,0.6,0.09,4.1998,0.57,-0.04,-0.01,7.82,0.0,14.0,0,2.44,2.6
-0.06,0.0,8.7,0.666666667,-0.09,-0.09,0,0.24,0.4,0,0,0,0.54,0.68,-0.15,10.433,0.73,-0.35,0.11,35.7,0.0,14.0,0,7.2,10.22
2.24,0.214285714,1.99,0.285714286,-0.01,0.21,0,0.12,0.2,0,0,1,0.2,0.29,0.04,1.3166,0.3,0.0,-0.13,4.72,0.0,11.5,1,3.23,3.73
-0.32,0.0,9.21,0.727272727,0.995,0.17,0,0.4649999999999999,0.66,0,0,0,0.69,0.77,1.2,47.4827,0.81,0.88,0.26,23.59,1.0,14.0,0,3.91,5.59
-7.960000000000001,99.0,15.5,0.0,0.13,-0.43,0,0.22,0.41,0,0,0,0.39,0.59,0.13,91.7329,0.58,0.07,0.2,58.01,0.0,14.0,0,13.69,13.69
0.75,0.0,10.83,0.666666667,0.07,-0.38,0,0.23,0.37,0,0,0,0.38,0.5,-0.1,92.6663,0.57,1.06,-0.09,30.75,0.0,14.0,0,4.02,10.43
-1.69,99.0,5.07,0.0,-0.12,0.28,1,0.15,0.37,0,0,0,0.39,0.53,-0.09,23.3997,0.54,-0.1,-0.08,14.22,0.0,14.0,0,7.34,8.83
0.0,0.0,12.85,0.5,-0.46,0.31,0,0.08,0.35,0,0,0,0.47,0.56,-0.12,13.9165,0.51,-1.15,-0.14,17.13,1.0,14.0,5,3.52,12.74
-4.23,0.2,26.005000000000003,0.3,-0.26,-0.87,0,0.39,0.765,0,0,1,0.765,0.91,-0.42,43.1998,0.93,-0.05,0.525,59.63,2.0,14.0,0,11.87,15.81
-2.63,0.0,9.4,0.0,0.81,0.77,0,0.37,0.46,0,0,0,0.49,0.64,1.03,107.0235125,0.62,1.175,0.2,26.92,1.0,14.0,0,8.07,8.17
0.17,1.0,10.64,1.0,-1.125,0.32,1,0.11,0.37,0,0,1,0.36,0.61,-1.29,5.383,0.64,-1.3450000000000002,0.03,23.66,0.0,14.0,0,8.77,11.08
-2.56,0.5,17.45,0.0,-1.125,-1.04,1,0.09,0.45,0,0,0,0.27,0.52,-1.52,10.2498,0.34,-1.3450000000000002,-0.3,45.11,1.0,14.0,5,12.99,13.89
0.0,1.0,17.79,0.666666667,-1.125,0.96,1,0.0,0.43,0,0,2,0.4,0.56,-1.52,0.8,0.48,-1.1,-0.32,0.64,0.0,11.5,0,13.27,17.76
-1.09,0.285714286,10.19,0.285714286,-1.125,-0.1,0,0.09,0.33,0,0,0,0.33,0.5,-1.27,2.0666,0.5,-1.07,-0.12,16.02,0.0,11.5,1,9.14,9.14
1.68,99.0,7.76,0.0,-0.35,-0.15,0,0.18,0.43,0,0,0,0.44,0.59,-0.39,51.7495,0.6,-0.29,0.09,19.95,1.0,14.0,5,7.05,7.67
-3.03,0.0,14.23,0.0,0.81,0.09,0,0.27,0.4,0,0,0,0.56,0.48,1.36,107.0235125,0.66,-1.01,0.09,46.01,1.0,13.0,0,6.44,25.14
0.66,0.666666667,14.57,0.0,-0.66,0.07,1,0.11,0.56,0,0,0,0.57,0.67,-0.72,16.2164,0.68,-0.56,0.09,13.64,0.0,14.0,0,10.24,10.75
-3.28,0.157894737,14.02,0.631578947,-0.21,-0.04,0,0.3,0.73,0,0,1,0.67,0.935,-0.49,8.1165,0.935,-0.18,0.21,21.96,1.0,11.5,0,7.68,10.2
-7.68,1.0,5.82,0.0,-0.47,-0.65,0,0.05,0.3,0,0,0,0.31,0.42,-0.46,33.5329,0.43,-0.41,-0.53,15.38,1.0,13.0,0,9.22,9.22
0.0,99.0,1.83,0.0,0.0,0.17,0,0.14,0.2,0,0,0,0.38,0.77,0.0,73.6829,0.56,0.0,-0.04,6.48,0.0,14.0,5,2.89,27.29875
-2.23,99.0,2.35,0.0,-0.15,0.24,0,0.18,0.34,0,0,0,0.34,0.58,-0.18,9.5997,0.57,-0.13,0.0,6.09,0.0,14.0,0,4.07,4.14
0.0,0.0,15.8,0.0,-0.2,-0.53,1,0.15,0.35,0,0,0,0.34,0.6,0.14,36.4664,0.63,-0.3,0.01,16.1,1.0,14.0,0,5.63,19.15
-2.94,0.333333333,5.93,0.666666667,-0.86,-0.94,0,0.04,0.42,0,0,0,0.42,0.69,-0.86,7.1832,0.72,-0.63,0.35,6.75,0.0,14.0,5,8.63,8.63
0.0,0.0,22.92,0.0,-0.1,-0.78,1,0.12,0.34,0,0,0,0.52,0.54,-0.44,72.9163,0.6,-0.29,-0.13,10.01,0.0,14.0,0,7.62,27.29875
-2.41,0.0,2.06,0.0,-0.19,0.83,1,0.16,0.38,0,0,0,0.47,0.56,-0.12,20.7664,0.67,-1.26,0.04,7.94,0.0,14.0,1,2.23,6.86
1.55,0.0,4.95,0.0,0.48,0.26,0,0.39,0.45,0,0,0,0.52,0.52,0.54,25.9997,0.58,0.37,0.17,40.73,1.0,14.0,5,1.89,4.12
-4.25,99.0,7.74,0.0,-0.24,-0.08,0,0.14,0.53,0,0,0,0.37,0.61,-0.29,20.6496,0.48,0.06,0.06,8.29,0.0,14.0,0,2.99,5.92
-1.38,0.0,2.24,0.0,0.2,0.96,0,0.09,0.25,0,0,0,0.29,0.36,0.23,16.6329,0.41,0.18,-0.04,6.07,0.0,14.0,5,7.58,9.02
-2.34,0.333333333,13.38,0.333333333,-1.125,-1.04,0,0.03,0.34,0,0,1,0.38,0.45,-1.52,8.8164,0.48,-1.07,-0.32,5.59,0.0,14.0,1,13.78,20.17
2.58,0.333333333,6.17,0.333333333,0.51,0.33,0,0.27,0.4,0,0,1,0.4,0.48,0.58,31.5663,0.48,0.43,0.0,23.97,0.0,13.0,0,3.0,3.54
1.85,99.0,8.76,0.0,0.06,0.34,0,0.26,0.45,0,0,0,0.49,0.53,0.31,49.866,0.61,-0.02,-0.01,36.25,2.0,14.0,0,4.21,9.44
-2.24,99.0,5.15,0.0,0.43,0.06,0,0.21,0.33,0,0,0,0.35,0.57,0.39,72.2494,0.54,0.72,0.01,23.32,1.0,14.0,0,6.84,9.09
-6.9,0.0,7.26,0.857142857,0.39,-0.63,0,0.15,0.54,0,0,0,0.765,0.75,0.34,70.0162,0.91,0.78,0.32,11.26,0.0,14.0,5,5.96,9.3
6.44,99.0,7.67,0.0,0.0,0.2,0,0.26,0.32,0,0,0,0.26,0.41,0.63,8.483,0.41,-0.07,0.05,26.03,1.0,14.0,0,2.9,7.23
-1.06,0.25,4.27,0.25,-0.05,0.0,0,0.06,0.34,0,0,0,0.34,0.4,-0.05,4.833,0.4,-0.04,-0.14,2.69,0.0,13.0,0,5.39,5.39
-7.24,0.076923077,12.69,0.615384615,0.2,0.13,0,0.38,0.765,0,0,0,0.765,0.83,-0.08,59.8161,0.84,0.17,0.45,40.68,1.0,14.0,0,8.39,10.3
6.13,99.0,16.14,0.0,-0.04,-0.43,0,0.33,0.52,0,0,0,0.4,0.75,0.53,78.8494,0.6,-0.09,0.525,75.53125,2.5,14.0,5,12.43,12.64
0.2,0.142857143,15.74,0.785714286,0.7,0.96,1,0.19,0.31,0,0,0,0.3,0.32,1.29,30.1831,0.31,0.58,-0.16,26.01,0.0,14.0,0,9.55,19.21
0.66,0.0,16.66,0.0,0.65,-0.86,0,0.25,0.36,0,0,0,0.4,0.47,0.78,38.5831,0.48,0.54,0.02,45.16,1.0,14.0,0,18.26375,20.55
6.44,99.0,13.69,0.0,-0.02,-0.54,1,0.17,0.36,0,0,0,0.34,0.59,0.31,2.9499,0.57,0.26,0.06,29.3,1.0,14.0,0,11.95,12.64
-4.86,0.5,21.28,0.5,0.24,-1.01,0,0.46,0.51,0,0,1,0.3,0.55,0.53,71.9831,0.34,1.175,0.17,75.53125,1.0,12.0,1,6.6,6.73
0.4,0.142857143,3.52,0.642857143,0.36,-0.09,1,0.07,0.26,0,0,0,0.5,0.6,0.36,33.9997,0.61,0.59,-0.06,7.44,0.0,14.0,0,3.59,8.01
2.35,99.0,2.82,0.0,0.07,0.35,1,0.2,0.24,0,0,0,0.09,0.3,0.25,6.0831,0.175,0.06,-0.07,18.34,0.0,14.0,0,3.78,6.46
-0.16,99.0,11.58,0.0,-0.06,-0.36,0,0.25,0.49,0,0,0,0.47,0.72,-0.37,30.3496,0.71,-0.05,0.21,66.91,2.0,14.0,5,6.17,6.83
-3.54,99.0,6.1,0.0,-0.32,-0.27,0,0.17,0.39,0,0,0,0.36,0.5,-0.55,21.6995,0.46,-0.27,-0.21,21.4,1.0,14.0,0,6.45,6.57
-0.56,0.416666667,6.28,0.416666667,-0.23,0.27,0,0.1,0.47,0,0,1,0.45,0.57,-0.44,0.7666,0.63,-0.2,0.0,5.23,0.0,13.0,0,2.73,6.03
0.0,0.28,5.01,0.48,-0.03,0.23,1,0.0,0.52,0,0,1,0.59,0.935,-0.09,0.0,0.935,-0.29,0.05,0.0,0.0,11.5,0,0.96,5.09
1.92,0.0,13.65,0.0,0.46,-0.05,0,0.33,0.53,0,0,0,0.49,0.71,0.62,41.0997,0.63,0.38,0.26,41.53,2.0,14.0,0,5.45,10.02
0.0,0.233333333,0.0,1.0,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.26,0.0,0.0,11.5,0,7.42,8.76
-6.11,99.0,21.21,0.0,0.54,0.57,0,0.19,0.42,0,0,0,0.37,0.62,0.64,50.5493,0.64,1.175,0.0,44.79,2.0,14.0,0,14.04,21.94
0.0,0.411764706,26.005000000000003,0.588235294,-1.125,-0.2,1,0.0,0.58,0,0,1,0.61,0.69,-1.52,1.2665,0.69,-1.3450000000000002,-0.15,0.0,0.0,11.5,2,18.26375,24.93
-3.12,0.0,14.73,0.5,-0.06,-0.54,1,0.13,0.42,0,0,0,0.42,0.53,-0.89,85.4996,0.53,0.24,-0.4,28.72,2.0,14.0,5,12.83,16.14
-0.57,0.142857143,9.87,0.428571429,-0.01,0.26,0,0.44,0.765,0,0,0,0.765,0.935,0.07,0.6666,0.935,0.0,0.525,75.53125,1.0,11.5,3,5.96,7.13
-1.32,0.5,4.35,0.0,-0.1,-0.47,0,0.14,0.25,0,0,0,0.29,0.48,-0.09,17.7331,0.43,-0.08,-0.12,13.21,0.0,13.0,0,3.34,5.62
0.04,0.3125,14.62,0.4375,-0.4,-0.36,1,0.0,0.2,0,0,2,0.23,0.2,-1.41,1.9499,0.23,-1.24,-0.555,1.02,0.0,11.5,5,12.6,21.31
0.89,0.375,9.48,0.375,0.05,-1.04,1,0.2,0.33,0,0,2,0.31,0.4,0.1,0.0,0.38,0.02,-0.17,32.46,0.0,11.5,0,7.54,8.53
-0.01,0.0,12.6,1.0,-0.63,-0.71,1,0.22,0.56,0,0,0,0.65,0.65,-0.91,105.8827,0.72,-1.14,0.34,32.2,2.0,14.0,0,15.45,22.04
-0.9,99.0,19.56,0.0,0.45,-0.1,0,0.37,0.54,0,0,0,0.63,0.59,0.47,25.9663,0.68,0.62,0.14,67.37,2.0,14.0,0,6.47,9.57
1.19,0.0,7.86,1.0,-0.76,0.96,1,0.04,0.29,0,0,0,0.46,0.58,-0.79,9.3331,0.69,-1.3450000000000002,-0.04,4.78,0.0,14.0,0,7.4,9.59
6.44,0.0,11.02,0.0,-0.54,-1.04,0,0.23,0.55,0,0,0,0.55,0.6,-0.45,51.883,0.6,-0.46,0.13,42.63,2.0,14.0,0,9.4,9.57
0.0,0.4,2.62,0.4,-0.13,-0.27,1,0.01,0.2,0,0,1,0.19,0.75,-0.15,0.1499,0.75,-0.11,-0.01,0.48,0.0,14.0,1,4.57,5.07
-0.1,1.0,8.93,0.75,-0.59,0.1,1,0.04,0.22,0,0,1,0.21,0.36,-0.64,1.6832,0.3,-0.49,-0.3,8.65,0.0,12.0,0,7.77,9.2
1.06,0.142857143,3.03,0.571428571,0.05,-0.09,0,0.18,0.32,0,0,0,0.62,0.53,-0.01,107.0235125,0.91,-1.3450000000000002,0.09,8.26,0.0,13.0,0,4.06,4.88
1.66,0.0,5.25,0.0,0.14,0.31,0,0.1,0.25,0,0,0,0.34,0.34,0.14,75.3663,0.39,0.24,-0.5,19.46,2.0,14.0,0,13.14,16.07
0.0,0.4375,0.0,0.9375,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.28,0.0,0.0,0.34,0.0,-0.14,0.0,0.0,11.5,0,4.24,5.18
6.44,99.0,15.25,0.0,0.41,0.24,0,0.22,0.59,0,0,0,0.59,0.77,0.47,56.533,0.77,0.38,0.525,34.16,1.0,14.0,0,12.06,11.97
-0.02,0.75,8.25,0.5,-0.75,0.15,1,0.0,0.33,0,0,1,0.36,0.73,-0.8,8.5665,0.75,-0.63,0.03,0.78,0.0,13.0,0,9.65,11.85
-7.960000000000001,99.0,7.13,0.0,-0.23,-0.76,0,0.19,0.33,0,0,0,0.33,0.48,-0.23,19.7329,0.48,-0.11,-0.24,24.06,0.0,14.0,0,12.06,12.06
-5.55,0.0,26.005000000000003,1.0,-0.26,0.36,0,0.1,0.765,0,0,0,0.765,0.85,-0.31,107.0235125,0.87,1.175,0.525,22.67,0.0,14.0,0,6.73,27.29875
0.0,0.666666667,4.94,0.666666667,-0.7,0.53,1,0.0,0.27,0,0,1,0.27,0.39,-0.7,0.35,0.38,-0.59,-0.52,0.52,0.0,14.0,5,8.27,8.41
-0.91,0.4,2.45,0.4,-0.19,0.06,0,0.04,0.27,0,0,0,0.25,0.51,-0.23,1.8499,0.51,-0.16,-0.1,3.61,0.0,13.0,1,3.65,3.73
-0.92,0.0,9.65,0.666666667,-0.15,-0.65,0,0.39,0.5,0,0,0,0.48,0.73,-0.02,6.6162,0.8,-0.12,0.52,51.75,2.5,14.0,4,4.71,9.35
2.35,99.0,16.72,0.0,0.53,0.03,1,0.27,0.42,0,0,0,0.4,0.54,0.81,5.0164,0.55,1.175,0.11,74.21,2.5,12.0,5,7.99,15.04
-2.46,0.0,8.61,0.0,-0.52,-0.22,0,0.27,0.34,0,0,0,0.33,0.58,-0.25,24.1994,0.58,-0.43,0.13,75.53125,2.0,14.0,5,8.25,8.97
-0.47,0.266666667,2.41,0.266666667,0.03,-0.21,0,0.03,0.08,0,0,1,0.06,0.2,0.03,4.4999,0.175,0.03,-0.32,4.13,0.0,13.0,3,9.83,15.96
-5.79,0.0,9.23,0.0,0.32,-0.35,0,0.13,0.38,0,0,0,0.41,0.51,-0.03,55.233,0.53,0.14,-0.22,24.61,1.0,14.0,0,10.0,10.25
-0.2,99.0,26.005000000000003,0.0,-0.24,0.32,0,0.21,0.44,0,0,0,0.41,0.6,-0.46,107.0235125,0.55,-0.07,0.25,75.53125,2.5,14.0,1,13.82,23.14
-0.85,0.666666667,1.96,0.666666667,-0.14,0.96,1,0.08,0.22,0,0,1,0.22,0.36,-0.14,5.4998,0.37,-0.1,-0.08,5.07,0.0,14.0,0,4.06,4.29
2.5,99.0,12.09,0.0,0.995,0.96,1,0.18,0.25,0,0,0,0.3,0.54,1.36,107.0235125,0.46,1.175,-0.29,33.9,1.0,14.0,0,12.53,25.46
-0.02,0.333333333,0.21,0.4,-0.02,0.47,1,0.0,0.0049999999999999,0,0,2,0.01,0.175,-0.02,0.0833,0.175,-0.02,-0.32,0.08,0.0,14.0,0,6.65,10.55
-0.11,0.666666667,4.96,0.666666667,-0.16,-0.35,1,0.14,0.28,0,0,1,0.27,0.48,-0.19,12.9664,0.48,-0.13,0.02,43.54,1.0,14.0,5,4.75,4.71
1.55,99.0,10.73,0.0,0.55,-0.91,0,0.22,0.36,0,0,0,0.36,0.47,0.69,61.9329,0.46,0.46,-0.17,37.31,2.0,14.0,0,9.44,10.05
-3.75,99.0,2.65,0.0,0.05,-0.04,0,0.17,0.28,0,0,0,0.28,0.5,0.05,6.4831,0.5,0.03,-0.02,10.95,0.0,14.0,0,4.18,4.45
0.05,0.173913044,8.98,0.434782609,-0.14,0.64,0,0.09,0.54,0,0,2,0.54,0.66,-0.16,4.5666,0.66,-0.12,0.04,5.78,0.0,11.5,0,6.11,6.86
-2.99,0.375,15.23,0.375,-1.125,-0.13,1,0.06,0.3,0,0,1,0.27,0.4,-1.52,13.1497,0.35,-1.3450000000000002,-0.55,16.48,1.0,14.0,1,12.87,13.36
-4.62,0.5,7.44,0.5,-1.125,-0.7,1,0.07,0.3,0,0,1,0.39,0.56,-1.15,32.25,0.58,-1.3450000000000002,-0.05,9.25,0.0,14.0,0,12.41,17.94
-7.960000000000001,0.333333333,11.67,0.666666667,0.48,0.14,1,0.18,0.35,0,0,0,0.34,0.52,0.1,32.7662,0.54,0.41,-0.11,21.31,0.0,12.0,0,9.16,12.42
3.49,0.5,2.48,0.0,-0.09,0.0,1,-0.08,0.11,0,0,0,0.19,0.4,-0.09,1.6333,0.45,-0.11,-0.28,4.2,0.0,12.0,0,5.88,8.59
-0.2,0.625,5.08,0.625,-0.43,-0.24,1,0.0,0.2,0,0,2,0.07,0.38,-0.48,0.0,0.29,-0.21,-0.32,4.2,0.0,11.5,1,7.31,7.4
-7.64,0.0,26.005000000000003,0.666666667,0.995,0.96,0,0.28,0.47,0,0,0,0.39,0.65,1.36,91.266,0.59,1.175,-0.44,75.53125,1.0,14.0,5,18.26375,25.63
0.02,0.176470588,5.67,0.588235294,0.06,-0.29,0,0.2,0.46,0,0,1,0.13,0.5,0.37,1.4165,0.31,0.08,0.01,14.28,0.0,14.0,0,1.65,4.45
4.72,0.0,1.52,0.0,-0.01,0.04,0,0.14,0.21,0,0,0,0.2,0.46,0.05,2.6331,0.46,-0.01,-0.06,7.91,1.0,13.0,0,3.28,3.58
-0.44,0.333333333,7.13,0.0,-0.23,0.02,1,0.09,0.3,0,0,0,0.28,0.38,-0.65,3.5666,0.4,-0.2,-0.43,16.61,0.0,14.0,5,4.18,10.8
-7.960000000000001,99.0,7.91,0.0,0.44,0.45,0,0.15,0.24,0,0,0,0.45,0.46,0.45,83.4662,0.6,0.92,-0.38,37.36,1.0,14.0,0,12.0,12.84
-6.99,0.428571429,26.005000000000003,0.285714286,-1.125,-0.02,1,0.12,0.38,0,0,1,0.38,0.44,-1.52,3.9833,0.43,-1.3450000000000002,-0.1,75.53125,1.0,11.5,0,18.26375,27.29875
-1.25,0.1875,7.19,0.8125,0.48,-0.01,0,0.2,0.29,0,0,1,0.19,0.45,0.67,19.6498,0.42,0.4,-0.02,17.49,1.0,11.5,2,3.54,6.05
-2.75,0.5,12.41,0.0,-0.37,-1.04,1,0.1,0.55,0,0,0,0.66,0.56,-1.24,10.3997,0.68,-0.63,0.04,10.29,0.0,14.0,5,3.05,9.45
-7.960000000000001,99.0,18.24,0.0,0.79,0.58,0,0.16,0.53,0,0,0,0.57,0.67,1.02,84.8495,0.68,0.66,-0.555,75.53125,2.0,14.0,5,9.4,11.29
-1.25,0.416666667,3.62,0.166666667,-0.47,-0.08,0,0.06,0.36,0,0,2,0.36,0.57,-0.52,2.75,0.56,-0.39,-0.05,3.74,0.0,14.0,0,4.23,4.33
0.62,0.166666667,5.89,0.611111111,-0.02,-0.23,0,0.21,0.45,0,0,0,0.29,0.45,-0.02,3.3998,0.29,-0.02,-0.05,18.09,0.0,13.0,3,3.91,5.86
-6.16,99.0,25.71,0.0,-1.125,-0.92,1,0.16,0.41,0,0,0,0.25,0.58,-1.52,105.8828,0.37,-1.3450000000000002,-0.11,50.01,2.5,14.0,0,16.96,16.99
-0.09,0.333333333,3.18,0.222222222,-0.07,0.06,0,0.01,0.2,0,0,2,0.2,0.25,-0.09,2.2499,0.26,-0.06,-0.14,0.5,0.0,11.5,0,4.04,4.5
-3.87,0.0,9.82,0.6,0.67,-0.47,0,0.26,0.46,0,0,0,0.45,0.57,0.59,53.0495,0.56,0.56,0.01,27.1,1.0,14.0,0,7.93,9.73
-3.38,99.0,2.95,0.0,0.15,0.96,0,0.33,0.23,0,0,0,0.25,0.38,0.15,0.0166,0.44,0.02,0.0,75.53125,1.0,11.5,5,4.18,6.8
6.44,0.0,5.37,0.0,0.05,-0.11,0,0.11,0.51,0,0,0,0.54,0.54,-0.07,10.3663,0.58,0.04,0.0,7.22,1.0,14.0,0,4.32,6.38
-7.960000000000001,0.0,10.33,0.0,0.68,-0.96,0,0.37,0.51,0,0,0,0.51,0.66,0.68,59.7829,0.67,0.63,0.14,24.55,0.0,14.0,0,6.94,6.9
4.88,0.25,15.05,0.5,0.62,0.52,0,0.29,0.5,0,0,0,0.54,0.63,1.36,51.5495,0.63,0.79,0.16,34.61,2.0,14.0,0,5.91,11.31
-0.32,0.833333333,12.92,0.833333333,-1.125,-1.04,1,0.04,0.32,0,0,1,0.48,0.63,-1.52,0.0,0.76,-1.3450000000000002,-0.02,17.7,0.0,11.5,0,14.03,19.75
-1.34,0.2,3.76,0.533333333,-0.27,-0.43,1,0.15,0.5,0,0,0,0.59,0.71,-0.34,3.5998,0.75,-0.23,0.04,6.06,0.0,14.0,0,2.99,3.9
-2.58,1.0,5.59,0.0,-0.61,-0.15,1,0.13,0.45,0,0,0,0.42,0.57,-0.71,8.1664,0.54,-0.51,-0.05,16.24,1.0,14.0,0,4.51,4.77
6.44,99.0,11.78,0.0,-0.28,0.65,0,0.28,0.51,0,0,0,0.52,0.69,-0.23,66.7327,0.7,-0.27,0.525,75.53125,2.0,14.0,5,16.41,16.41
0.0,0.388888889,1.81,0.611111111,-0.23,-0.51,1,0.0,0.04,0,0,1,0.04,0.175,-0.23,0.0,0.175,-0.2,-0.55,0.0,0.0,11.5,0,7.31,20.98
0.0,0.233333333,0.0,1.0,0.0,-0.16,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.3,0.0,0.0,14.0,0,7.35,8.59
0.0,0.0,16.36,0.4,0.09,0.01,0,0.27,0.55,0,0,0,0.62,0.59,0.26,62.3827,0.72,0.59,0.12,18.45,1.0,14.0,0,3.64,13.66
3.99,0.0,6.09,0.75,0.24,0.22,0,0.2,0.29,0,0,0,0.33,0.5,0.26,13.733,0.55,0.42,-0.1,20.76,2.0,14.0,4,8.34,8.37
-7.960000000000001,0.0,19.36,0.333333333,0.24,-0.27,0,0.32,0.56,0,0,0,0.52,0.62,1.36,68.1995,0.58,0.36,0.2,66.45,2.0,13.0,4,8.69,9.44
-1.59,0.0,6.51,0.923076923,-0.01,-0.35,0,0.14,0.66,0,0,0,0.71,0.66,-0.28,16.6998,0.71,-0.01,-0.02,5.05,0.0,14.0,0,3.38,5.61
-2.34,0.0,8.52,0.0,0.52,-0.37,0,0.27,0.46,0,0,0,0.71,0.73,0.92,107.0235125,0.89,1.175,0.34,22.59,1.0,14.0,0,7.62,7.9
-0.88,0.166666667,3.62,0.333333333,0.0,-1.0,0,0.23,0.44,0,0,0,0.42,0.69,-0.05,5.9498,0.68,-0.02,0.06,12.02,0.0,13.0,0,3.55,3.82
0.0,99.0,15.89,0.0,-0.23,-0.66,0,0.16,0.38,0,0,0,0.42,0.58,0.62,40.0663,0.58,-0.51,0.06,17.44,1.0,14.0,0,2.94,16.07
-1.5,1.0,5.75,0.0,0.32,-1.04,1,0.11,0.27,0,0,0,0.27,0.54,0.11,18.7332,0.49,0.27,0.01,18.48,1.0,14.0,0,4.11,8.02
-7.960000000000001,99.0,26.005000000000003,0.0,0.995,0.0,0,0.31,0.47,0,0,0,0.51,0.64,1.36,44.6162,0.63,1.175,0.43,75.53125,2.0,11.5,2,10.5,16.04
-0.9,0.333333333,2.52,0.5,-0.18,0.23,1,0.02,0.19,0,0,0,0.26,0.31,-0.18,1.1166,0.38,-0.34,-0.1,4.46,0.0,14.0,0,8.29,10.94
-1.43,99.0,25.67,0.0,0.18,0.71,0,0.2,0.53,0,0,0,0.52,0.56,-1.52,86.2662,0.59,-0.14,0.14,22.61,0.0,14.0,0,7.13,24.74
6.44,0.0,4.9,1.0,-0.27,-0.55,0,0.15,0.53,0,0,0,0.53,0.59,-0.21,22.7496,0.58,-0.22,-0.03,15.84,1.0,14.0,0,4.97,4.79
0.01,0.176470588,10.31,0.352941177,-0.89,0.44,1,0.04,0.48,0,0,1,0.49,0.48,-0.89,6.9166,0.49,-0.74,-0.04,6.33,0.0,12.0,0,8.57,8.61
0.0,0.3,0.0,0.4,0.0,-0.12,0,0.0,0.0049999999999999,0,0,1,0.4,0.175,0.0,0.0,0.41,-0.12,-0.06,0.0,0.0,11.5,0,1.48,1.49
6.44,99.0,13.18,0.0,-0.29,0.96,0,0.35,0.66,0,0,0,0.6,0.73,-1.23,19.333,0.65,0.24,0.25,75.53125,2.5,13.0,5,6.23,10.14
-4.07,0.125,8.23,0.375,-0.59,0.16,0,0.14,0.45,0,0,0,0.54,0.58,-0.9,18.0331,0.64,-0.34,-0.02,10.19,0.0,14.0,0,7.84,9.33
3.52,0.217391304,1.59,0.565217391,0.04,0.58,1,0.08,0.08,0,0,2,0.05,0.175,0.07,0.25,0.175,0.04,-0.15,5.2,0.0,11.5,0,4.66,4.86
0.0,0.4375,0.0,1.0,0.0,-0.09,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.18,0.0,3.2832,0.18,0.0,-0.5,0.0,0.0,14.0,0,7.85,8.15
5.02,99.0,26.005000000000003,0.0,0.995,0.23,0,0.41,0.54,0,0,0,0.52,0.69,1.36,37.7327,0.71,1.175,0.525,75.53125,2.5,14.0,0,8.31,16.94
6.44,0.0,23.18,0.0,0.53,0.39,0,0.29,0.48,0,0,0,0.51,0.6,1.36,0.9166,0.68,1.175,0.4,75.53125,2.0,11.5,0,13.58,20.33
6.44,99.0,26.005000000000003,0.0,-0.55,0.51,0,0.19,0.69,0,0,0,0.55,0.76,-1.19,107.0235125,0.66,1.175,0.525,61.77,1.0,14.0,5,17.01,24.63
2.91,0.210526316,5.78,0.52631579,0.28,0.0,0,0.09,0.3,0,0,1,0.25,0.31,0.28,9.4998,0.26,0.23,-0.1,9.28,1.0,11.5,0,6.54,6.73
0.0,99.0,2.76,0.0,0.23,0.62,0,0.25,0.24,0,0,0,0.51,0.28,0.23,106.7829,0.6,0.79,0.0,20.81,0.0,14.0,1,2.44,27.29875
-0.64,99.0,18.91,0.0,0.13,0.23,0,0.23,0.51,0,0,0,0.37,0.62,0.43,51.8662,0.56,0.22,0.17,33.96,2.0,14.0,2,10.16,15.68
